m49_code,country,cpc_code,commodity,commodity_basket,year,decades,loss_percentage,food_supply_stage,method_data_collection
516,Namibia,0118,Millet,Cereals & Pulses,2003,2000,2.5,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,1.14,Transport,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,1.8,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,2.65,Storage,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,3.75,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,2.15,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,5.09,Harvest,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2002,2000,4.16,Farm,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2002,2000,1.3,Storage,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2002,2000,2.75,Harvest,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2002,2000,1.0,Transport,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,2.0,Harvest,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,1.0,Transport,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,0.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,1.3,Storage,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,2.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2002,2000,2.0,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,1.8,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,1.14,Transport,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,2.65,Storage,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,2.15,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,3.75,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,5.09,Harvest,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2001,2000,4.16,Farm,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2001,2000,2.75,Harvest,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2001,2000,1.0,Transport,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2001,2000,1.3,Storage,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,2.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,0.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,2.0,Harvest,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,1.3,Storage,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,2.0,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2001,2000,1.0,Transport,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,5.09,Harvest,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,2.15,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,1.14,Transport,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,3.75,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,2.65,Storage,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,4.16,Farm,Modelled Estimates
516,Namibia,0112,Maize (corn),Cereals & Pulses,2000,2000,1.8,Farm,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2000,2000,1.0,Transport,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2000,2000,1.3,Storage,Modelled Estimates
516,Namibia,0114,Sorghum,Cereals & Pulses,2000,2000,2.75,Harvest,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,0.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,2.0,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,2.5,Farm,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,2.0,Harvest,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,1.0,Transport,Modelled Estimates
516,Namibia,0118,Millet,Cereals & Pulses,2000,2000,1.3,Storage,Modelled Estimates
524,Nepal,0111,Wheat,Cereals & Pulses,2021,2020,0.34,Transport,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,2021,2020,1.76,Harvest,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,2021,2020,3.7,Farm,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,2021,2020,2.07,Farm,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,2021,2020,5.92,Storage,No Data Collection Specified
524,Nepal,0112,Maize (corn),Cereals & Pulses,2021,2020,1.63,Harvest,No Data Collection Specified
524,Nepal,0112,Maize (corn),Cereals & Pulses,2021,2020,7.3,Storage,No Data Collection Specified
524,Nepal,0112,Maize (corn),Cereals & Pulses,2021,2020,3.33,Harvest,No Data Collection Specified
524,Nepal,0112,Maize (corn),Cereals & Pulses,2021,2020,2.85,Farm,No Data Collection Specified
524,Nepal,0112,Maize (corn),Cereals & Pulses,2021,2020,1.04,Transport,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2021,2020,0.32,Transport,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2021,2020,4.4,Processing,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2021,2020,1.5,Farm,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2021,2020,6.22,Storage,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2021,2020,2.19,Farm,No Data Collection Specified
524,Nepal,0113,Rice,Cereals & Pulses,2016,2010,15.0,Post-harvest,Literature Review
524,Nepal,0112,Maize (corn),Cereals & Pulses,2014,2010,32.0,Storage,Survey
524,Nepal,01323,Oranges,Fruits And Vegetables,2013,2010,5.0,Storage,Survey
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2013,2010,5.0,Storage,Case Study
524,Nepal,0112,Maize (corn),Cereals & Pulses,2013,2010,5.5,Storage,Literature Review
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,1.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,1.0,Retail,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,7.0,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,1.75,Wholesale,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,0.6,Processing,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,5.0,Wholesale,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,2.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,4.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,5.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,2.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,25.0,Transport,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,5.5,Harvest,Case Study
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2011,2010,40.1,Storage,Case Study
524,Nepal,0111,Wheat,Cereals & Pulses,2005,2000,10.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,2005,2000,1.2,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,01212,Cabbages,Fruits And Vegetables,2005,2000,41.0,Retail,Literature Review
524,Nepal,01212,Cabbages,Fruits And Vegetables,2005,2000,6.0,Farm,Literature Review
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2005,2000,34.0,Retail,Literature Review
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2005,2000,9.0,Farm,Literature Review
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2005,2000,3.0,Farm,Literature Review
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2005,2000,7.0,Retail,Literature Review
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2004,2000,19.0,Storage,No Data Collection Specified
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2004,2000,18.6,Storage,Unknown
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2003,2000,14.0,Storage,Literature Review
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2003,2000,18.1,Storage,Literature Review
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2003,2000,25.2,Storage,Literature Review
524,Nepal,01251,Carrots and turnips,Fruits And Vegetables,2003,2000,5.87,Storage,Literature Review
524,Nepal,01251,Carrots and turnips,Fruits And Vegetables,2003,2000,14.8,Storage,Literature Review
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2003,2000,5.45,Transport,Literature Review
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2003,2000,13.0,Storage,Literature Review
524,Nepal,01324,"Tangerines, mandarins, clementines",Fruits And Vegetables,2003,2000,50.0,Export,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2003,2000,37.0,Whole supply chain,Literature Review
524,Nepal,01341,Apples,Fruits And Vegetables,2003,2000,35.0,Transport,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2003,2000,26.0,Export,Literature Review
524,Nepal,01359.90,"Other fruits, n.e.c.",Fruits And Vegetables,2002,2000,12.5,Transport,Unknown
524,Nepal,01359.90,"Other fruits, n.e.c.",Fruits And Vegetables,2002,2000,15.0,Wholesale,Literature Review
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2002,2000,5.0,Transport,No Data Collection Specified
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2002,2000,7.5,Storage,No Data Collection Specified
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2001,2000,35.0,Transport,Unknown
524,Nepal,01323,Oranges,Fruits And Vegetables,2001,2000,5.45,Transport,No Data Collection Specified
524,Nepal,01342.01,Pears,Fruits And Vegetables,2001,2000,22.0,Storage,No Data Collection Specified
524,Nepal,01212,Cabbages,Fruits And Vegetables,2000,2000,19.23,Transport,No Data Collection Specified
524,Nepal,01212,Cabbages,Fruits And Vegetables,2000,2000,17.39,Export,No Data Collection Specified
524,Nepal,01212,Cabbages,Fruits And Vegetables,2000,2000,6.7,Export,No Data Collection Specified
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2000,2000,18.75,Transport,No Data Collection Specified
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2000,2000,1.0,Export,No Data Collection Specified
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2000,2000,5.0,Export,No Data Collection Specified
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,2000,2000,4.48,Export,No Data Collection Specified
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2000,2000,1.33,Export,Unknown
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2000,2000,23.0,Transport,Unknown
524,Nepal,01234,Tomatoes,Fruits And Vegetables,2000,2000,10.0,Export,Unknown
524,Nepal,01241.90,"Other beans, green",Fruits And Vegetables,2000,2000,1.25,Export,No Data Collection Specified
524,Nepal,01241.90,"Other beans, green",Fruits And Vegetables,2000,2000,5.0,Export,No Data Collection Specified
524,Nepal,01316,"Mangoes, guavas and mangosteens",Fruits And Vegetables,2000,2000,36.36,Transport,No Data Collection Specified
524,Nepal,01323,Oranges,Fruits And Vegetables,2000,2000,2.06,Export,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2000,2000,22.22,Transport,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2000,2000,10.0,Transport,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2000,2000,10.0,Storage,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2000,2000,22.5,Storage,No Data Collection Specified
524,Nepal,01341,Apples,Fruits And Vegetables,2000,2000,26.3,Export,No Data Collection Specified
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2000,2000,15.0,Export,No Data Collection Specified
524,Nepal,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2000,2000,5.0,Export,No Data Collection Specified
524,Nepal,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2000,2000,5.88,Export,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,1999,1990,10.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0112,Maize (corn),Cereals & Pulses,1999,1990,10.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0115,Barley,Cereals & Pulses,1999,1990,9.97,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1999,1990,1.11,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23120.03,Flour of Maize,Cereals & Pulses,1999,1990,1.48,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23161.02,"Rice, Milled",Cereals & Pulses,1999,1990,1.71,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0111,Wheat,Cereals & Pulses,1998,1990,10.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0112,Maize (corn),Cereals & Pulses,1998,1990,10.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0115,Barley,Cereals & Pulses,1998,1990,10.05,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1998,1990,1.1,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23120.03,Flour of Maize,Cereals & Pulses,1998,1990,1.48,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23161.02,"Rice, Milled",Cereals & Pulses,1998,1990,1.75,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0111,Wheat,Cereals & Pulses,1997,1990,9.85,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0112,Maize (corn),Cereals & Pulses,1997,1990,9.96,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0115,Barley,Cereals & Pulses,1997,1990,10.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1997,1990,0.72,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23120.03,Flour of Maize,Cereals & Pulses,1997,1990,1.49,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23161.02,"Rice, Milled",Cereals & Pulses,1997,1990,1.74,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0111,Wheat,Cereals & Pulses,1995,1990,10.04,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1995,1990,1.13,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23120.03,Flour of Maize,Cereals & Pulses,1995,1990,1.45,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0112,Maize (corn),Cereals & Pulses,1994,1990,10.01,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23161.02,"Rice, Milled",Cereals & Pulses,1994,1990,1.74,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0113,Rice,Cereals & Pulses,1994,1990,1.6,Farm,Controlled Experiment
524,Nepal,0111,Wheat,Cereals & Pulses,1992,1990,13.56,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0115,Barley,Cereals & Pulses,1992,1990,11.21,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1992,1990,15.73,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1992,1990,1.13,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0112,Maize (corn),Cereals & Pulses,1991,1990,12.91,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,0115,Barley,Cereals & Pulses,1991,1990,11.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1991,1990,15.7,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23110,Wheat and meslin flour,Cereals & Pulses,1991,1990,1.13,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23120.03,Flour of Maize,Cereals & Pulses,1991,1990,1.49,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,23161.02,"Rice, Milled",Cereals & Pulses,1991,1990,2.44,Whole supply chain,FAO's annual Agriculture Production Questionnaires
524,Nepal,01212,Cabbages,Fruits And Vegetables,1991,1990,15.84,Transport,No Data Collection Specified
524,Nepal,01213,Cauliflowers and broccoli,Fruits And Vegetables,1991,1990,12.85,Transport,No Data Collection Specified
524,Nepal,01234,Tomatoes,Fruits And Vegetables,1991,1990,22.85,Transport,Unknown
524,Nepal,01359.90,"Other fruits, n.e.c.",Fruits And Vegetables,1991,1990,20.0,Whole supply chain,Unknown
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1991,1990,32.0,Whole supply chain,No Data Collection Specified
524,Nepal,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1991,1990,10.0,Whole supply chain,No Data Collection Specified
524,Nepal,0111,Wheat,Cereals & Pulses,1982,1980,2.4,Storage,Survey
524,Nepal,0112,Maize (corn),Cereals & Pulses,1982,1980,5.7,Storage,Survey
524,Nepal,0113,Rice,Cereals & Pulses,1982,1980,3.9,Storage,Literature Review
524,Nepal,0113,Rice,Cereals & Pulses,1977,1970,3.5,Farm,Literature Review
524,Nepal,0113,Rice,Cereals & Pulses,1977,1970,15.0,Unknown,Literature Review
524,Nepal,0113,Rice,Cereals & Pulses,1977,1970,13.0,Whole supply chain,Literature Review
524,Nepal,0113,Rice,Cereals & Pulses,1977,1970,2.0,Unknown,Literature Review
528,Netherlands,0111,Wheat,Cereals & Pulses,2011,2010,2.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2011,2010,0.73,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2011,2010,1.29,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2011,2010,0.29,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2010,2010,2.04,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2010,2010,0.8,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2010,2010,1.26,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2010,2010,0.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2009,2000,2.07,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2009,2000,0.59,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2009,2000,1.77,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2009,2000,0.31,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2008,2000,2.05,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2008,2000,0.6,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2008,2000,1.28,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2008,2000,0.32,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2007,2000,2.46,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2007,2000,0.71,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2007,2000,0.47,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2007,2000,0.32,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2006,2000,2.28,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2006,2000,0.58,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2006,2000,0.69,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,0.33,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2005,2000,1.96,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2005,2000,0.48,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2005,2000,0.16,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2004,2000,1.72,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2004,2000,0.53,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01341,Apples,Fruits And Vegetables,2004,2000,0.8,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2004,2000,0.16,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2003,2000,1.68,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2003,2000,0.57,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2003,2000,0.66,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0116,Rye,Cereals & Pulses,2003,2000,0.61,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01191,Triticale,Cereals & Pulses,2003,2000,9.48,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2003,2000,2.44,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2003,2000,0.22,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2002,2000,1.89,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2002,2000,0.51,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2002,2000,0.95,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0116,Rye,Cereals & Pulses,2002,2000,1.06,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01191,Triticale,Cereals & Pulses,2002,2000,8.42,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2002,2000,2.72,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2002,2000,0.31,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2001,2000,2.12,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2001,2000,0.7,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2001,2000,0.91,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0116,Rye,Cereals & Pulses,2001,2000,0.81,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01191,Triticale,Cereals & Pulses,2001,2000,9.39,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01253.02,"Onions and shallots, dry (excluding dehydrated)",Fruits And Vegetables,2001,2000,1.97,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2001,2000,2.81,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2001,2000,0.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0111,Wheat,Cereals & Pulses,2000,2000,2.01,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0112,Maize (corn),Cereals & Pulses,2000,2000,0.85,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0115,Barley,Cereals & Pulses,2000,2000,0.84,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0116,Rye,Cereals & Pulses,2000,2000,1.82,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01191,Triticale,Cereals & Pulses,2000,2000,2.78,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01253.02,"Onions and shallots, dry (excluding dehydrated)",Fruits And Vegetables,2000,2000,3.96,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2000,2000,2.43,Whole supply chain,FAO's annual Agriculture Production Questionnaires
528,Netherlands,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2000,2000,0.3,Whole supply chain,FAO's annual Agriculture Production Questionnaires
